"","seqnames","start","end","width","strand","score","pct_cons","normal","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_545","chr1",1360000,1370000,10001,"*",127,50.3968253968254,3.91992818493526,"window_545","54587",1352689,1361777,9089,"-",0,"overlapStart",0,"MXRA8","matrix remodeling associated 8"
"window_546","chr1",1362500,1372500,10001,"*",138,54.7619047619048,4.00299478363387,"window_546","54587",1352689,1361777,9089,"-",722,"upstream",722,"MXRA8","matrix remodeling associated 8"
"window_547","chr1",1365000,1375000,10001,"*",144,57.1428571428571,4.04555439805267,"window_547","54998",1373730,1375495,1766,"-",0,"overlapEnd",494,"AURKAIP1","aurora kinase A interacting protein 1"
"window_548","chr1",1367500,1377500,10001,"*",141,55.952380952381,4.02450098885484,"window_548","54998",1373730,1375495,1766,"-",0,"includeFeature",0,"AURKAIP1","aurora kinase A interacting protein 1"
"window_556","chr1",1387500,1397500,10001,"*",128,50.7936507936508,3.92777136239629,"window_556","81669",1385711,1399335,13625,"-",0,"inside",1834,"CCNL2","cyclin L2"
"window_556.1","chr1",1387500,1397500,10001,"*",128,50.7936507936508,3.92777136239629,"window_556","148413",1399520,1402046,2527,"+",2019,"upstream",2019,"MRPL20-AS1","MRPL20 antisense RNA 1"
"window_618","chr1",1542500,1552500,10001,"*",127,50.3968253968254,3.91992818493526,"window_618","339453",1534778,1540624,5847,"-",1875,"upstream",1875,"TMEM240","transmembrane protein 240"
"window_709","chr1",1770000,1780000,10001,"*",146,57.9365079365079,4.059347720185,"window_709","65220",1751232,1780457,29226,"-",0,"inside",456,"NADK","NAD kinase"
"window_710","chr1",1772500,1782500,10001,"*",133,52.7777777777778,3.96609022669842,"window_710","65220",1751232,1780457,29226,"-",0,"overlapStart",0,"NADK","NAD kinase"
"window_711","chr1",1775000,1785000,10001,"*",133,52.7777777777778,3.96609022669842,"window_711","65220",1751232,1780457,29226,"-",0,"overlapStart",0,"NADK","NAD kinase"
"window_712","chr1",1777500,1787500,10001,"*",134,53.1746031746032,3.97358089842758,"window_712","65220",1751232,1780457,29226,"-",0,"overlapStart",0,"NADK","NAD kinase"
"window_713","chr1",1780000,1790000,10001,"*",130,51.5873015873016,3.94327554893225,"window_713","65220",1751232,1780457,29226,"-",0,"overlapStart",0,"NADK","NAD kinase"
"window_753","chr1",1880000,1890000,10001,"*",143,56.7460317460317,4.03858572873658,"window_753","2782",1785285,1891117,105833,"-",0,"inside",1116,"GNB1","G protein subunit beta 1"
"window_757","chr1",1890000,1900000,10001,"*",151,59.9206349206349,4.09302093529159,"window_757","2782",1785285,1891117,105833,"-",0,"overlapStart",0,"GNB1","G protein subunit beta 1"
"window_870","chr1",2172500,2182500,10001,"*",136,53.968253968254,3.98839598421272,"window_870","100506504",2181794,2184389,2596,"-",0,"overlapEnd",1888,"PRKCZ-AS1","PRKCZ antisense RNA 1"
"window_871","chr1",2175000,2185000,10001,"*",147,58.3333333333333,4.0661736852554,"window_871","100506504",2181794,2184389,2596,"-",0,"includeFeature",0,"PRKCZ-AS1","PRKCZ antisense RNA 1"
"window_872","chr1",2177500,2187500,10001,"*",150,59.5238095238095,4.08637639257292,"window_872","100506504",2181794,2184389,2596,"-",0,"includeFeature",0,"PRKCZ-AS1","PRKCZ antisense RNA 1"
"window_881","chr1",2200000,2210000,10001,"*",127,50.3968253968254,3.91992818493526,"window_881","199990",2184461,2212720,28260,"-",0,"inside",2719,"FAAP20","FA core complex associated protein 20"
"window_882","chr1",2202500,2212500,10001,"*",129,51.1904761904762,3.93555350283834,"window_882","199990",2184461,2212720,28260,"-",0,"inside",219,"FAAP20","FA core complex associated protein 20"
"window_889","chr1",2220000,2230000,10001,"*",133,52.7777777777778,3.96609022669842,"window_889","6497",2228319,2310213,81895,"+",0,"overlapStart",0,"SKI","SKI proto-oncogene"
"window_890","chr1",2222500,2232500,10001,"*",147,58.3333333333333,4.0661736852554,"window_890","6497",2228319,2310213,81895,"+",0,"overlapStart",0,"SKI","SKI proto-oncogene"
"window_891","chr1",2225000,2235000,10001,"*",148,58.7301587301587,4.07295337224078,"window_891","6497",2228319,2310213,81895,"+",0,"overlapStart",0,"SKI","SKI proto-oncogene"
"window_892","chr1",2227500,2237500,10001,"*",148,58.7301587301587,4.07295337224078,"window_892","6497",2228319,2310213,81895,"+",0,"overlapStart",0,"SKI","SKI proto-oncogene"
"window_893","chr1",2230000,2240000,10001,"*",147,58.3333333333333,4.0661736852554,"window_893","6497",2228319,2310213,81895,"+",0,"inside",1680,"SKI","SKI proto-oncogene"
"window_966","chr1",2412500,2422500,10001,"*",148,58.7301587301587,4.07295337224078,"window_966","5192",2403964,2413797,9834,"-",0,"overlapStart",0,"PEX10","peroxisomal biogenesis factor 10"
"window_1508","chr1",3767500,3777500,10001,"*",132,52.3809523809524,3.95854302106304,"window_1508","388588",3772761,3775982,3222,"+",0,"includeFeature",0,"SMIM1","small integral membrane protein 1 (Vel blood group)"
"window_1509","chr1",3770000,3780000,10001,"*",147,58.3333333333333,4.0661736852554,"window_1509","388588",3772761,3775982,3222,"+",0,"includeFeature",0,"SMIM1","small integral membrane protein 1 (Vel blood group)"
"window_1511","chr1",3775000,3785000,10001,"*",149,59.1269841269841,4.07968740442213,"window_1511","388588",3772761,3775982,3222,"+",0,"overlapEnd",2238,"SMIM1","small integral membrane protein 1 (Vel blood group)"
"window_1516","chr1",3787500,3797500,10001,"*",133,52.7777777777778,3.96609022669842,"window_1516","57470",3778559,3796498,17940,"-",0,"overlapStart",0,"LRRC47","leucine rich repeat containing 47"
"window_1517","chr1",3790000,3800000,10001,"*",131,51.984126984127,3.95093842167782,"window_1517","57470",3778559,3796498,17940,"-",0,"overlapStart",0,"LRRC47","leucine rich repeat containing 47"
"window_2471","chr1",6175000,6185000,10001,"*",146,57.9365079365079,4.059347720185,"window_2471","26038",6101787,6180321,78535,"-",0,"overlapStart",0,"CHD5","chromodomain helicase DNA binding protein 5"
"window_2472","chr1",6177500,6187500,10001,"*",150,59.5238095238095,4.08637639257292,"window_2472","26038",6101787,6180321,78535,"-",0,"overlapStart",0,"CHD5","chromodomain helicase DNA binding protein 5"
"window_2473","chr1",6180000,6190000,10001,"*",146,57.9365079365079,4.059347720185,"window_2473","26038",6101787,6180321,78535,"-",0,"overlapStart",0,"CHD5","chromodomain helicase DNA binding protein 5"
"window_2474","chr1",6182500,6192500,10001,"*",129,51.1904761904762,3.93555350283834,"window_2474","26038",6101787,6180321,78535,"-",2178,"upstream",2178,"CHD5","chromodomain helicase DNA binding protein 5"
"window_2609","chr1",6520000,6530000,10001,"*",129,51.1904761904762,3.93555350283834,"window_2609","57449",6466092,6520061,53970,"-",0,"overlapStart",0,"PLEKHG5","pleckstrin homology and RhoGEF domain containing G5"
"window_2610","chr1",6522500,6532500,10001,"*",127,50.3968253968254,3.91992818493526,"window_2610","57449",6466092,6520061,53970,"-",2438,"upstream",2438,"PLEKHG5","pleckstrin homology and RhoGEF domain containing G5"
"window_2678","chr1",6692500,6702500,10001,"*",128,50.7936507936508,3.92777136239629,"window_2678","55735",6634168,6701924,67757,"-",0,"overlapStart",0,"DNAJC11","DnaJ heat shock protein family (Hsp40) member C11"
"window_2679","chr1",6695000,6705000,10001,"*",135,53.5714285714286,3.9810158769151,"window_2679","55735",6634168,6701924,67757,"-",0,"overlapStart",0,"DNAJC11","DnaJ heat shock protein family (Hsp40) member C11"
"window_3541","chr1",8850000,8860000,10001,"*",136,53.968253968254,3.98839598421272,"window_3541","473",8352397,8848921,496525,"-",1078,"upstream",1078,"RERE","arginine-glutamic acid dipeptide repeats"
"window_3544","chr1",8857500,8867500,10001,"*",150,59.5238095238095,4.08637639257292,"window_3544","102465436",8866502,8866590,89,"-",0,"includeFeature",0,"MIR6728","microRNA 6728"
"window_3553","chr1",8880000,8890000,10001,"*",138,54.7619047619048,4.00299478363387,"window_3553","2023",8861000,8879190,18191,"-",809,"upstream",809,"ENO1","enolase 1"
"window_3693","chr1",9230000,9240000,10001,"*",131,51.984126984127,3.95093842167782,"window_3693","9563",9234775,9271337,36563,"+",0,"overlapStart",0,"H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
"window_3694","chr1",9232500,9242500,10001,"*",138,54.7619047619048,4.00299478363387,"window_3694","9563",9234775,9271337,36563,"+",0,"overlapStart",0,"H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
"window_3695","chr1",9235000,9245000,10001,"*",146,57.9365079365079,4.059347720185,"window_3695","9563",9234775,9271337,36563,"+",0,"inside",224,"H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
"window_3696","chr1",9237500,9247500,10001,"*",141,55.952380952381,4.02450098885484,"window_3696","9563",9234775,9271337,36563,"+",0,"inside",2724,"H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
"window_3716","chr1",9287500,9297500,10001,"*",127,50.3968253968254,3.91992818493526,"window_3716","80176",9292894,9369532,76639,"+",0,"overlapStart",0,"SPSB1","splA/ryanodine receptor domain and SOCS box containing 1"
"window_3717","chr1",9290000,9300000,10001,"*",127,50.3968253968254,3.91992818493526,"window_3717","80176",9292894,9369532,76639,"+",0,"overlapStart",0,"SPSB1","splA/ryanodine receptor domain and SOCS box containing 1"
"window_3718","chr1",9292500,9302500,10001,"*",127,50.3968253968254,3.91992818493526,"window_3718","80176",9292894,9369532,76639,"+",0,"overlapStart",0,"SPSB1","splA/ryanodine receptor domain and SOCS box containing 1"
"window_3962","chr1",9902500,9912500,10001,"*",137,54.3650793650794,3.99572202430479,"window_3962","56998",9848276,9910336,62061,"-",0,"overlapStart",0,"CTNNBIP1","catenin beta interacting protein 1"
"window_3963","chr1",9905000,9915000,10001,"*",140,55.5555555555556,4.01738352108597,"window_3963","56998",9848276,9910336,62061,"-",0,"overlapStart",0,"CTNNBIP1","catenin beta interacting protein 1"
"window_3964","chr1",9907500,9917500,10001,"*",140,55.5555555555556,4.01738352108597,"window_3964","56998",9848276,9910336,62061,"-",0,"overlapStart",0,"CTNNBIP1","catenin beta interacting protein 1"
"window_4013","chr1",10030000,10040000,10001,"*",133,52.7777777777778,3.96609022669842,"window_4013","10277",10032832,10181239,148408,"+",0,"overlapStart",0,"UBE4B","ubiquitination factor E4B"
"window_4014","chr1",10032500,10042500,10001,"*",135,53.5714285714286,3.9810158769151,"window_4014","10277",10032832,10181239,148408,"+",0,"overlapStart",0,"UBE4B","ubiquitination factor E4B"
"window_4185","chr1",10460000,10470000,10001,"*",137,54.3650793650794,3.99572202430479,"window_4185","5195",10472288,10630758,158471,"+",2287,"upstream",2287,"PEX14","peroxisomal biogenesis factor 14"
"window_4185.1","chr1",10460000,10470000,10001,"*",137,54.3650793650794,3.99572202430479,"window_4185","1676",10456522,10472529,16008,"-",0,"inside",2528,"DFFA","DNA fragmentation factor subunit alpha"
"window_4186","chr1",10462500,10472500,10001,"*",141,55.952380952381,4.02450098885484,"window_4186","5195",10472288,10630758,158471,"+",0,"overlapStart",0,"PEX14","peroxisomal biogenesis factor 14"
"window_4186.1","chr1",10462500,10472500,10001,"*",141,55.952380952381,4.02450098885484,"window_4186","1676",10456522,10472529,16008,"-",0,"inside",28,"DFFA","DNA fragmentation factor subunit alpha"
"window_4403","chr1",11005000,11015000,10001,"*",135,53.5714285714286,3.9810158769151,"window_4403","23435",11012344,11030528,18185,"+",0,"overlapStart",0,"TARDBP","TAR DNA binding protein"
"window_4404","chr1",11007500,11017500,10001,"*",137,54.3650793650794,3.99572202430479,"window_4404","23435",11012344,11030528,18185,"+",0,"overlapStart",0,"TARDBP","TAR DNA binding protein"
"window_4405","chr1",11010000,11020000,10001,"*",141,55.952380952381,4.02450098885484,"window_4405","23435",11012344,11030528,18185,"+",0,"overlapStart",0,"TARDBP","TAR DNA binding protein"
"window_4407","chr1",11015000,11025000,10001,"*",140,55.5555555555556,4.01738352108597,"window_4407","23435",11012344,11030528,18185,"+",0,"inside",2655,"TARDBP","TAR DNA binding protein"
"window_4418","chr1",11042500,11052500,10001,"*",135,53.5714285714286,3.9810158769151,"window_4418","10747",11026523,11047239,20717,"-",0,"overlapStart",0,"MASP2","mannan binding lectin serine peptidase 2"
"window_4426","chr1",11062500,11072500,10001,"*",136,53.968253968254,3.98839598421272,"window_4426","6723",11054584,11060020,5437,"-",2479,"upstream",2479,"SRM","spermidine synthase"
"window_4501","chr1",11250000,11260000,10001,"*",127,50.3968253968254,3.91992818493526,"window_4501","2475",11106535,11262551,156017,"-",0,"inside",2550,"MTOR","mechanistic target of rapamycin kinase"
"window_4502","chr1",11252500,11262500,10001,"*",147,58.3333333333333,4.0661736852554,"window_4502","2475",11106535,11262551,156017,"-",0,"inside",50,"MTOR","mechanistic target of rapamycin kinase"
"window_4666","chr1",11662500,11672500,10001,"*",144,57.1428571428571,4.04555439805267,"window_4666","26270",11664200,11674354,10155,"+",0,"overlapStart",0,"FBXO6","F-box protein 6"
"window_4667","chr1",11665000,11675000,10001,"*",147,58.3333333333333,4.0661736852554,"window_4667","26270",11664200,11674354,10155,"+",0,"overlapEnd",799,"FBXO6","F-box protein 6"
"window_4701","chr1",11750000,11760000,10001,"*",131,51.984126984127,3.95093842167782,"window_4701","284498",11761787,11789585,27799,"+",1786,"upstream",1786,"C1orf167","chromosome 1 open reading frame 167"
"window_4712","chr1",11777500,11787500,10001,"*",129,51.1904761904762,3.93555350283834,"window_4712","102724659",11777077,11779619,2543,"-",0,"overlapStart",0,"C1orf167-AS1","C1orf167 antisense RNA 1"
"window_4713","chr1",11780000,11790000,10001,"*",146,57.9365079365079,4.059347720185,"window_4713","102724659",11777077,11779619,2543,"-",380,"upstream",380,"C1orf167-AS1","C1orf167 antisense RNA 1"
"window_4720","chr1",11797500,11807500,10001,"*",127,50.3968253968254,3.91992818493526,"window_4720","1185",11806096,11848079,41984,"+",0,"overlapStart",0,"CLCN6","chloride voltage-gated channel 6"
"window_4720.1","chr1",11797500,11807500,10001,"*",127,50.3968253968254,3.91992818493526,"window_4720","4524",11785723,11806920,21198,"-",0,"overlapStart",0,"MTHFR","methylenetetrahydrofolate reductase"
"window_4733","chr1",11830000,11840000,10001,"*",138,54.7619047619048,4.00299478363387,"window_4733","100379251",11841017,11847684,6668,"+",1016,"upstream",1016,"NPPA-AS1","NPPA antisense RNA 1"
"window_4774","chr1",11932500,11942500,10001,"*",128,50.7936507936508,3.92777136239629,"window_4774","5351",11934205,11975538,41334,"+",0,"overlapStart",0,"PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
"window_4775","chr1",11935000,11945000,10001,"*",141,55.952380952381,4.02450098885484,"window_4775","5351",11934205,11975538,41334,"+",0,"inside",794,"PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
"window_4790","chr1",11972500,11982500,10001,"*",143,56.7460317460317,4.03858572873658,"window_4790","9927",11980181,12013514,33334,"+",0,"overlapStart",0,"MFN2","mitofusin 2"
"window_4791","chr1",11975000,11985000,10001,"*",128,50.7936507936508,3.92777136239629,"window_4791","9927",11980181,12013514,33334,"+",0,"overlapStart",0,"MFN2","mitofusin 2"
"window_4792","chr1",11977500,11987500,10001,"*",136,53.968253968254,3.98839598421272,"window_4792","9927",11980181,12013514,33334,"+",0,"overlapStart",0,"MFN2","mitofusin 2"
"window_4793","chr1",11980000,11990000,10001,"*",134,53.1746031746032,3.97358089842758,"window_4793","9927",11980181,12013514,33334,"+",0,"overlapStart",0,"MFN2","mitofusin 2"
"window_4804","chr1",12007500,12017500,10001,"*",148,58.7301587301587,4.07295337224078,"window_4804","60672",12019466,12032045,12580,"+",1965,"upstream",1965,"MIIP","migration and invasion inhibitory protein"
"window_5044","chr1",12607500,12617500,10001,"*",130,51.5873015873016,3.94327554893225,"window_5044","9249",12567910,12618210,50301,"-",0,"inside",709,"DHRS3","dehydrogenase/reductase 3"
"window_5045","chr1",12610000,12620000,10001,"*",151,59.9206349206349,4.09302093529159,"window_5045","9249",12567910,12618210,50301,"-",0,"overlapStart",0,"DHRS3","dehydrogenase/reductase 3"
"window_5046","chr1",12612500,12622500,10001,"*",150,59.5238095238095,4.08637639257292,"window_5046","9249",12567910,12618210,50301,"-",0,"overlapStart",0,"DHRS3","dehydrogenase/reductase 3"
"window_5047","chr1",12615000,12625000,10001,"*",151,59.9206349206349,4.09302093529159,"window_5047","9249",12567910,12618210,50301,"-",0,"overlapStart",0,"DHRS3","dehydrogenase/reductase 3"
"window_5048","chr1",12617500,12627500,10001,"*",142,56.3492063492063,4.03156815607793,"window_5048","9249",12567910,12618210,50301,"-",0,"overlapStart",0,"DHRS3","dehydrogenase/reductase 3"
"window_6163","chr1",15405000,15415000,10001,"*",127,50.3968253968254,3.91992818493526,"window_6163","79180",15409888,15430339,20452,"+",0,"overlapStart",0,"EFHD2","EF-hand domain family member D2"
"window_6164","chr1",15407500,15417500,10001,"*",128,50.7936507936508,3.92777136239629,"window_6164","79180",15409888,15430339,20452,"+",0,"overlapStart",0,"EFHD2","EF-hand domain family member D2"
"window_6165","chr1",15410000,15420000,10001,"*",133,52.7777777777778,3.96609022669842,"window_6165","79180",15409888,15430339,20452,"+",0,"inside",111,"EFHD2","EF-hand domain family member D2"
"window_6166","chr1",15412500,15422500,10001,"*",130,51.5873015873016,3.94327554893225,"window_6166","79180",15409888,15430339,20452,"+",0,"inside",2611,"EFHD2","EF-hand domain family member D2"
"window_6291","chr1",15725000,15735000,10001,"*",150,59.5238095238095,4.08637639257292,"window_6291","284723",15736258,15741392,5135,"+",1257,"upstream",1257,"SLC25A34","solute carrier family 25 member 34"
"window_6292","chr1",15727500,15737500,10001,"*",151,59.9206349206349,4.09302093529159,"window_6292","284723",15736258,15741392,5135,"+",0,"overlapStart",0,"SLC25A34","solute carrier family 25 member 34"
"window_6293","chr1",15730000,15740000,10001,"*",148,58.7301587301587,4.07295337224078,"window_6293","284723",15736258,15741392,5135,"+",0,"overlapStart",0,"SLC25A34","solute carrier family 25 member 34"
"window_6293.1","chr1",15730000,15740000,10001,"*",148,58.7301587301587,4.07295337224078,"window_6293","388595",15742499,15747982,5484,"+",2498,"upstream",2498,"TMEM82","transmembrane protein 82"
"window_6295","chr1",15735000,15745000,10001,"*",138,54.7619047619048,4.00299478363387,"window_6295","284723",15736258,15741392,5135,"+",0,"includeFeature",0,"SLC25A34","solute carrier family 25 member 34"
"window_6295.1","chr1",15735000,15745000,10001,"*",138,54.7619047619048,4.00299478363387,"window_6295","388595",15742499,15747982,5484,"+",0,"overlapStart",0,"TMEM82","transmembrane protein 82"
"window_6387","chr1",15965000,15975000,10001,"*",147,58.3333333333333,4.0661736852554,"window_6387","7709",15941869,15976132,34264,"-",0,"inside",1131,"ZBTB17","zinc finger and BTB domain containing 17"
"window_6390","chr1",15972500,15982500,10001,"*",148,58.7301587301587,4.07295337224078,"window_6390","7709",15941869,15976132,34264,"-",0,"overlapStart",0,"ZBTB17","zinc finger and BTB domain containing 17"
"window_6459","chr1",16145000,16155000,10001,"*",133,52.7777777777778,3.96609022669842,"window_6459","1969",16124337,16156069,31733,"-",0,"inside",1068,"EPHA2","EPH receptor A2"
"window_6460","chr1",16147500,16157500,10001,"*",129,51.1904761904762,3.93555350283834,"window_6460","1969",16124337,16156069,31733,"-",0,"overlapStart",0,"EPHA2","EPH receptor A2"
"window_6481","chr1",16200000,16210000,10001,"*",139,55.1587301587302,4.01021503160736,"window_6481","128272",16197854,16212652,14799,"-",0,"inside",2651,"ARHGEF19","Rho guanine nucleotide exchange factor 19"
"window_6482","chr1",16202500,16212500,10001,"*",133,52.7777777777778,3.96609022669842,"window_6482","128272",16197854,16212652,14799,"-",0,"inside",151,"ARHGEF19","Rho guanine nucleotide exchange factor 19"
"window_6495","chr1",16235000,16245000,10001,"*",146,57.9365079365079,4.059347720185,"window_6495","79363",16231692,16237183,5492,"-",0,"overlapStart",0,"CPLANE2","ciliogenesis and planar polarity effector 2"
"window_6496","chr1",16237500,16247500,10001,"*",134,53.1746031746032,3.97358089842758,"window_6496","79363",16231692,16237183,5492,"-",316,"upstream",316,"CPLANE2","ciliogenesis and planar polarity effector 2"
