"","seqnames","start","end","width","strand","score","pct_cons","normal","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_383.1","chr1",955000,965000,10001,"*",91,36.1111111111111,3.58660060499352,"window_383","339451",960584,965719,5136,"+",0,"overlapStart",0,"KLHL17","kelch like family member 17"
"window_383.2","chr1",955000,965000,10001,"*",91,36.1111111111111,3.58660060499352,"window_383","84069",966482,975865,9384,"+",1481,"upstream",1481,"PLEKHN1","pleckstrin homology domain containing N1"
"window_384","chr1",957500,967500,10001,"*",100,39.6825396825397,3.68091128446476,"window_384","26155",944203,959309,15107,"-",0,"overlapStart",0,"NOC2L","NOC2 like nucleolar associated transcriptional repressor"
"window_384.1","chr1",957500,967500,10001,"*",100,39.6825396825397,3.68091128446476,"window_384","339451",960584,965719,5136,"+",0,"includeFeature",0,"KLHL17","kelch like family member 17"
"window_384.2","chr1",957500,967500,10001,"*",100,39.6825396825397,3.68091128446476,"window_384","84069",966482,975865,9384,"+",0,"overlapStart",0,"PLEKHN1","pleckstrin homology domain containing N1"
"window_385","chr1",960000,970000,10001,"*",85,33.7301587301587,3.51839235496698,"window_385","26155",944203,959309,15107,"-",690,"upstream",690,"NOC2L","NOC2 like nucleolar associated transcriptional repressor"
"window_385.1","chr1",960000,970000,10001,"*",85,33.7301587301587,3.51839235496698,"window_385","339451",960584,965719,5136,"+",0,"includeFeature",0,"KLHL17","kelch like family member 17"
"window_385.2","chr1",960000,970000,10001,"*",85,33.7301587301587,3.51839235496698,"window_385","84069",966482,975865,9384,"+",0,"overlapStart",0,"PLEKHN1","pleckstrin homology domain containing N1"
"window_386","chr1",962500,972500,10001,"*",86,34.1269841269841,3.53008839473018,"window_386","339451",960584,965719,5136,"+",0,"overlapEnd",1915,"KLHL17","kelch like family member 17"
"window_386.1","chr1",962500,972500,10001,"*",86,34.1269841269841,3.53008839473018,"window_386","84069",966482,975865,9384,"+",0,"overlapStart",0,"PLEKHN1","pleckstrin homology domain containing N1"
"window_387","chr1",965000,975000,10001,"*",94,37.3015873015873,3.61903588074667,"window_387","84069",966482,975865,9384,"+",0,"overlapStart",0,"PLEKHN1","pleckstrin homology domain containing N1"
"window_388","chr1",967500,977500,10001,"*",92,36.5079365079365,3.59752967552571,"window_388","84069",966482,975865,9384,"+",0,"overlapEnd",1017,"PLEKHN1","pleckstrin homology domain containing N1"
"window_389","chr1",970000,980000,10001,"*",90,35.7142857142857,3.57555076880693,"window_389","84808",975204,982093,6890,"-",0,"overlapEnd",2092,"PERM1","PPARGC1 and ESRR induced regulator, muscle 1"
"window_390","chr1",972500,982500,10001,"*",93,36.9047619047619,3.60834059162992,"window_390","84808",975204,982093,6890,"-",0,"includeFeature",0,"PERM1","PPARGC1 and ESRR induced regulator, muscle 1"
"window_391","chr1",975000,985000,10001,"*",97,38.4920634920635,3.65045207698005,"window_391","84808",975204,982093,6890,"-",0,"includeFeature",0,"PERM1","PPARGC1 and ESRR induced regulator, muscle 1"
"window_392","chr1",977500,987500,10001,"*",79,31.3492063492063,3.44518895094369,"window_392","84808",975204,982093,6890,"-",0,"overlapStart",0,"PERM1","PPARGC1 and ESRR induced regulator, muscle 1"
"window_393","chr1",980000,990000,10001,"*",84,33.3333333333333,3.50655789731998,"window_393","84808",975204,982093,6890,"-",0,"overlapStart",0,"PERM1","PPARGC1 and ESRR induced regulator, muscle 1"
"window_394","chr1",982500,992500,10001,"*",77,30.5555555555556,3.41954652033035,"window_394","84808",975204,982093,6890,"-",406,"upstream",406,"PERM1","PPARGC1 and ESRR induced regulator, muscle 1"
"window_404","chr1",1007500,1017500,10001,"*",86,34.1269841269841,3.53008839473018,"window_404","375790",1020120,1056118,35999,"+",2619,"upstream",2619,"AGRN","agrin"
"window_405","chr1",1010000,1020000,10001,"*",97,38.4920634920635,3.65045207698005,"window_405","375790",1020120,1056118,35999,"+",119,"upstream",119,"AGRN","agrin"
"window_421","chr1",1050000,1060000,10001,"*",79,31.3492063492063,3.44518895094369,"window_421","100288175",1059708,1069355,9648,"+",0,"overlapStart",0,"LOC100288175","uncharacterized LOC100288175"
"window_422","chr1",1052500,1062500,10001,"*",80,31.7460317460317,3.45776773315055,"window_422","100288175",1059708,1069355,9648,"+",0,"overlapStart",0,"LOC100288175","uncharacterized LOC100288175"
"window_423","chr1",1055000,1065000,10001,"*",85,33.7301587301587,3.51839235496698,"window_423","100288175",1059708,1069355,9648,"+",0,"overlapStart",0,"LOC100288175","uncharacterized LOC100288175"
"window_424","chr1",1057500,1067500,10001,"*",83,32.9365079365079,3.49458170627327,"window_424","100288175",1059708,1069355,9648,"+",0,"overlapStart",0,"LOC100288175","uncharacterized LOC100288175"
"window_484","chr1",1207500,1217500,10001,"*",93,36.9047619047619,3.60834059162992,"window_484","8784",1203508,1206592,3085,"-",907,"upstream",907,"TNFRSF18","TNF receptor superfamily member 18"
"window_484.1","chr1",1207500,1217500,10001,"*",93,36.9047619047619,3.60834059162992,"window_484","7293",1211340,1214153,2814,"-",0,"includeFeature",0,"TNFRSF4","TNF receptor superfamily member 4"
"window_485","chr1",1210000,1220000,10001,"*",95,37.6984126984127,3.62961799007721,"window_485","7293",1211340,1214153,2814,"-",0,"includeFeature",0,"TNFRSF4","TNF receptor superfamily member 4"
"window_486","chr1",1212500,1222500,10001,"*",95,37.6984126984127,3.62961799007721,"window_486","7293",1211340,1214153,2814,"-",0,"overlapStart",0,"TNFRSF4","TNF receptor superfamily member 4"
"window_487","chr1",1215000,1225000,10001,"*",93,36.9047619047619,3.60834059162992,"window_487","7293",1211340,1214153,2814,"-",846,"upstream",846,"TNFRSF4","TNF receptor superfamily member 4"
"window_550","chr1",1372500,1382500,10001,"*",96,38.0952380952381,3.6400892899445,"window_550","54998",1373730,1375495,1766,"-",0,"includeFeature",0,"AURKAIP1","aurora kinase A interacting protein 1"
"window_551","chr1",1375000,1385000,10001,"*",87,34.5238095238095,3.54164921713125,"window_551","54998",1373730,1375495,1766,"-",0,"overlapStart",0,"AURKAIP1","aurora kinase A interacting protein 1"
"window_552","chr1",1377500,1387500,10001,"*",87,34.5238095238095,3.54164921713125,"window_552","54998",1373730,1375495,1766,"-",2004,"upstream",2004,"AURKAIP1","aurora kinase A interacting protein 1"
"window_565","chr1",1410000,1420000,10001,"*",96,38.0952380952381,3.6400892899445,"window_565","55052",1401909,1407293,5385,"-",2706,"upstream",2706,"MRPL20","mitochondrial ribosomal protein L20"
"window_565.1","chr1",1410000,1420000,10001,"*",96,38.0952380952381,3.6400892899445,"window_565","441869",1418420,1421769,3350,"-",0,"overlapEnd",1768,"ANKRD65","ankyrin repeat domain 65"
"window_566","chr1",1412500,1422500,10001,"*",90,35.7142857142857,3.57555076880693,"window_566","441869",1418420,1421769,3350,"-",0,"includeFeature",0,"ANKRD65","ankyrin repeat domain 65"
"window_588","chr1",1467500,1477500,10001,"*",77,30.5555555555556,3.41954652033035,"window_588","83858",1471765,1497848,26084,"+",0,"overlapStart",0,"ATAD3B","ATPase family AAA domain containing 3B"
"window_589","chr1",1470000,1480000,10001,"*",83,32.9365079365079,3.49458170627327,"window_589","83858",1471765,1497848,26084,"+",0,"overlapStart",0,"ATAD3B","ATPase family AAA domain containing 3B"
"window_627","chr1",1565000,1575000,10001,"*",93,36.9047619047619,3.60834059162992,"window_627","29101",1541673,1574863,33191,"-",0,"overlapStart",0,"SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase"
"window_628","chr1",1567500,1577500,10001,"*",97,38.4920634920635,3.65045207698005,"window_628","29101",1541673,1574863,33191,"-",0,"overlapStart",0,"SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase"
"window_629","chr1",1570000,1580000,10001,"*",83,32.9365079365079,3.49458170627327,"window_629","29101",1541673,1574863,33191,"-",0,"overlapStart",0,"SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase"
"window_630","chr1",1572500,1582500,10001,"*",78,30.952380952381,3.43244992516626,"window_630","29101",1541673,1574863,33191,"-",0,"overlapStart",0,"SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase"
"window_631","chr1",1575000,1585000,10001,"*",76,30.1587301587302,3.406474438763,"window_631","29101",1541673,1574863,33191,"-",136,"upstream",136,"SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase"
"window_636","chr1",1587500,1597500,10001,"*",92,36.5079365079365,3.59752967552571,"window_636","105378586",1600314,1602703,2390,"+",2813,"upstream",2813,"LOC105378586","uncharacterized LOC105378586"
"window_637","chr1",1590000,1600000,10001,"*",93,36.9047619047619,3.60834059162992,"window_637","105378586",1600314,1602703,2390,"+",313,"upstream",313,"LOC105378586","uncharacterized LOC105378586"
"window_637.1","chr1",1590000,1600000,10001,"*",93,36.9047619047619,3.60834059162992,"window_637","643988",1598012,1600135,2124,"-",0,"overlapEnd",134,"FNDC10","fibronectin type III domain containing 10"
"window_638","chr1",1592500,1602500,10001,"*",95,37.6984126984127,3.62961799007721,"window_638","105378586",1600314,1602703,2390,"+",0,"overlapStart",0,"LOC105378586","uncharacterized LOC105378586"
"window_638.1","chr1",1592500,1602500,10001,"*",95,37.6984126984127,3.62961799007721,"window_638","643988",1598012,1600135,2124,"-",0,"includeFeature",0,"FNDC10","fibronectin type III domain containing 10"
"window_651","chr1",1625000,1635000,10001,"*",94,37.3015873015873,3.61903588074667,"window_651","8510",1632163,1635263,3101,"+",0,"overlapStart",0,"MMP23B","matrix metallopeptidase 23B"
"window_651.1","chr1",1625000,1635000,10001,"*",94,37.3015873015873,3.61903588074667,"window_651","8511",1632783,1701782,69000,"+",0,"overlapStart",0,"MMP23A","matrix metallopeptidase 23A (pseudogene)"
"window_652","chr1",1627500,1637500,10001,"*",87,34.5238095238095,3.54164921713125,"window_652","8510",1632163,1635263,3101,"+",0,"includeFeature",0,"MMP23B","matrix metallopeptidase 23B"
"window_652.1","chr1",1627500,1637500,10001,"*",87,34.5238095238095,3.54164921713125,"window_652","8511",1632783,1701782,69000,"+",0,"overlapStart",0,"MMP23A","matrix metallopeptidase 23A (pseudogene)"
"window_660","chr1",1647500,1657500,10001,"*",83,32.9365079365079,3.49458170627327,"window_660","984",1635227,1659012,23786,"-",0,"inside",1511,"CDK11B","cyclin dependent kinase 11B"
"window_663","chr1",1655000,1665000,10001,"*",100,39.6825396825397,3.68091128446476,"window_663","984",1635227,1659012,23786,"-",0,"overlapStart",0,"CDK11B","cyclin dependent kinase 11B"
"window_664","chr1",1657500,1667500,10001,"*",97,38.4920634920635,3.65045207698005,"window_664","984",1635227,1659012,23786,"-",0,"overlapStart",0,"CDK11B","cyclin dependent kinase 11B"
"window_665","chr1",1660000,1670000,10001,"*",97,38.4920634920635,3.65045207698005,"window_665","984",1635227,1659012,23786,"-",987,"upstream",987,"CDK11B","cyclin dependent kinase 11B"
"window_673","chr1",1680000,1690000,10001,"*",88,34.9206349206349,3.55307791295487,"window_673","728661",1659529,1692795,33267,"-",0,"inside",2794,"SLC35E2B","solute carrier family 35 member E2B"
"window_674","chr1",1682500,1692500,10001,"*",84,33.3333333333333,3.50655789731998,"window_674","728661",1659529,1692795,33267,"-",0,"inside",294,"SLC35E2B","solute carrier family 35 member E2B"
"window_698","chr1",1742500,1752500,10001,"*",94,37.3015873015873,3.61903588074667,"window_698","9906",1724838,1745999,21162,"-",0,"overlapStart",0,"SLC35E2A","solute carrier family 35 member E2A"
"window_885","chr1",2210000,2220000,10001,"*",98,38.8888888888889,3.66070857714724,"window_885","199990",2184461,2212720,28260,"-",0,"overlapStart",0,"FAAP20","FA core complex associated protein 20"
"window_886","chr1",2212500,2222500,10001,"*",91,36.1111111111111,3.58660060499352,"window_886","199990",2184461,2212720,28260,"-",0,"overlapStart",0,"FAAP20","FA core complex associated protein 20"
"window_887","chr1",2215000,2225000,10001,"*",91,36.1111111111111,3.58660060499352,"window_887","199990",2184461,2212720,28260,"-",2279,"upstream",2279,"FAAP20","FA core complex associated protein 20"
"window_888","chr1",2217500,2227500,10001,"*",95,37.6984126984127,3.62961799007721,"window_888","6497",2228319,2310213,81895,"+",818,"upstream",818,"SKI","SKI proto-oncogene"
"window_1380","chr1",3447500,3457500,10001,"*",89,35.3174603174603,3.56437746820881,"window_1380","27237",3454665,3481113,26449,"+",0,"overlapStart",0,"ARHGEF16","Rho guanine nucleotide exchange factor 16"
"window_1381","chr1",3450000,3460000,10001,"*",96,38.0952380952381,3.6400892899445,"window_1381","27237",3454665,3481113,26449,"+",0,"overlapStart",0,"ARHGEF16","Rho guanine nucleotide exchange factor 16"
"window_1382","chr1",3452500,3462500,10001,"*",99,39.2857142857143,3.67086094861126,"window_1382","27237",3454665,3481113,26449,"+",0,"overlapStart",0,"ARHGEF16","Rho guanine nucleotide exchange factor 16"
"window_1383","chr1",3455000,3465000,10001,"*",99,39.2857142857143,3.67086094861126,"window_1383","27237",3454665,3481113,26449,"+",0,"inside",334,"ARHGEF16","Rho guanine nucleotide exchange factor 16"
"window_1384","chr1",3457500,3467500,10001,"*",99,39.2857142857143,3.67086094861126,"window_1384","27237",3454665,3481113,26449,"+",0,"inside",2834,"ARHGEF16","Rho guanine nucleotide exchange factor 16"
"window_1448","chr1",3617500,3627500,10001,"*",88,34.9206349206349,3.55307791295487,"window_1448","127262",3625015,3630127,5113,"+",0,"overlapStart",0,"TPRG1L","tumor protein p63 regulated 1 like"
"window_1449","chr1",3620000,3630000,10001,"*",92,36.5079365079365,3.59752967552571,"window_1449","127262",3625015,3630127,5113,"+",0,"overlapStart",0,"TPRG1L","tumor protein p63 regulated 1 like"
"window_1497","chr1",3740000,3750000,10001,"*",94,37.3015873015873,3.61903588074667,"window_1497","148870",3746460,3771645,25186,"+",0,"overlapStart",0,"CCDC27","coiled-coil domain containing 27"
"window_1497.1","chr1",3740000,3750000,10001,"*",94,37.3015873015873,3.61903588074667,"window_1497","57212",3735511,3747373,11863,"-",0,"overlapStart",0,"TP73-AS1","TP73 antisense RNA 1"
"window_1498","chr1",3742500,3752500,10001,"*",85,33.7301587301587,3.51839235496698,"window_1498","148870",3746460,3771645,25186,"+",0,"overlapStart",0,"CCDC27","coiled-coil domain containing 27"
"window_1498.1","chr1",3742500,3752500,10001,"*",85,33.7301587301587,3.51839235496698,"window_1498","57212",3735511,3747373,11863,"-",0,"overlapStart",0,"TP73-AS1","TP73 antisense RNA 1"
"window_1499","chr1",3745000,3755000,10001,"*",83,32.9365079365079,3.49458170627327,"window_1499","148870",3746460,3771645,25186,"+",0,"overlapStart",0,"CCDC27","coiled-coil domain containing 27"
"window_1499.1","chr1",3745000,3755000,10001,"*",83,32.9365079365079,3.49458170627327,"window_1499","57212",3735511,3747373,11863,"-",0,"overlapStart",0,"TP73-AS1","TP73 antisense RNA 1"
"window_1557","chr1",3890000,3900000,10001,"*",90,35.7142857142857,3.57555076880693,"window_1557","339448",3889125,3900293,11169,"-",0,"inside",292,"C1orf174","chromosome 1 open reading frame 174"
"window_1557.1","chr1",3890000,3900000,10001,"*",90,35.7142857142857,3.57555076880693,"window_1557","100133612",3900352,3917225,16874,"+",351,"upstream",351,"LINC01134","long intergenic non-protein coding RNA 1134"
"window_1562","chr1",3902500,3912500,10001,"*",96,38.0952380952381,3.6400892899445,"window_1562","339448",3889125,3900293,11169,"-",2206,"upstream",2206,"C1orf174","chromosome 1 open reading frame 174"
"window_1562.1","chr1",3902500,3912500,10001,"*",96,38.0952380952381,3.6400892899445,"window_1562","100133612",3900352,3917225,16874,"+",0,"inside",2147,"LINC01134","long intergenic non-protein coding RNA 1134"
"window_2343","chr1",5855000,5865000,10001,"*",100,39.6825396825397,3.68091128446476,"window_2343","100616421",5862672,5862741,70,"-",0,"includeFeature",0,"MIR4689","microRNA 4689"
"window_2344","chr1",5857500,5867500,10001,"*",100,39.6825396825397,3.68091128446476,"window_2344","100616421",5862672,5862741,70,"-",0,"includeFeature",0,"MIR4689","microRNA 4689"
"window_2345","chr1",5860000,5870000,10001,"*",91,36.1111111111111,3.58660060499352,"window_2345","100616421",5862672,5862741,70,"-",0,"includeFeature",0,"MIR4689","microRNA 4689"
"window_2346","chr1",5862500,5872500,10001,"*",80,31.7460317460317,3.45776773315055,"window_2346","100616421",5862672,5862741,70,"-",0,"includeFeature",0,"MIR4689","microRNA 4689"
"window_2395","chr1",5985000,5995000,10001,"*",87,34.5238095238095,3.54164921713125,"window_2395","8514",5990927,6101193,110267,"+",0,"overlapStart",0,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"window_2395.1","chr1",5985000,5995000,10001,"*",87,34.5238095238095,3.54164921713125,"window_2395","261734",5862811,5992473,129663,"-",0,"overlapStart",0,"NPHP4","nephrocystin 4"
"window_2396","chr1",5987500,5997500,10001,"*",100,39.6825396825397,3.68091128446476,"window_2396","8514",5990927,6101193,110267,"+",0,"overlapStart",0,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"window_2396.1","chr1",5987500,5997500,10001,"*",100,39.6825396825397,3.68091128446476,"window_2396","261734",5862811,5992473,129663,"-",0,"overlapStart",0,"NPHP4","nephrocystin 4"
"window_2397","chr1",5990000,6000000,10001,"*",99,39.2857142857143,3.67086094861126,"window_2397","8514",5990927,6101193,110267,"+",0,"overlapStart",0,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"window_2397.1","chr1",5990000,6000000,10001,"*",99,39.2857142857143,3.67086094861126,"window_2397","261734",5862811,5992473,129663,"-",0,"overlapStart",0,"NPHP4","nephrocystin 4"
"window_2399","chr1",5995000,6005000,10001,"*",84,33.3333333333333,3.50655789731998,"window_2399","261734",5862811,5992473,129663,"-",2526,"upstream",2526,"NPHP4","nephrocystin 4"
"window_2492","chr1",6227500,6237500,10001,"*",87,34.5238095238095,3.54164921713125,"window_2492","148645",6234692,6239444,4753,"+",0,"overlapStart",0,"LINC00337","long intergenic non-protein coding RNA 337"
"window_2492.1","chr1",6227500,6237500,10001,"*",87,34.5238095238095,3.54164921713125,"window_2492","23463",6221193,6235972,14780,"-",0,"overlapStart",0,"ICMT","isoprenylcysteine carboxyl methyltransferase"
"window_2497","chr1",6240000,6250000,10001,"*",86,34.1269841269841,3.53008839473018,"window_2497","390992",6244179,6245578,1400,"+",0,"includeFeature",0,"HES3","hes family bHLH transcription factor 3"
"window_2505","chr1",6260000,6270000,10001,"*",89,35.3174603174603,3.56437746820881,"window_2505","387509",6247353,6261098,13746,"-",0,"overlapStart",0,"GPR153","G protein-coupled receptor 153"
"window_2556","chr1",6387500,6397500,10001,"*",79,31.3492063492063,3.44518895094369,"window_2556","11332",6264269,6394391,130123,"-",0,"overlapStart",0,"ACOT7","acyl-CoA thioesterase 7"
"window_2583","chr1",6455000,6465000,10001,"*",94,37.3015873015873,3.61903588074667,"window_2583","8718",6460786,6466195,5410,"-",0,"overlapEnd",1194,"TNFRSF25","TNF receptor superfamily member 25"
"window_2584","chr1",6457500,6467500,10001,"*",98,38.8888888888889,3.66070857714724,"window_2584","8718",6460786,6466195,5410,"-",0,"includeFeature",0,"TNFRSF25","TNF receptor superfamily member 25"
"window_2585","chr1",6460000,6470000,10001,"*",100,39.6825396825397,3.68091128446476,"window_2585","8718",6460786,6466195,5410,"-",0,"includeFeature",0,"TNFRSF25","TNF receptor superfamily member 25"
"window_2586","chr1",6462500,6472500,10001,"*",98,38.8888888888889,3.66070857714724,"window_2586","8718",6460786,6466195,5410,"-",0,"overlapStart",0,"TNFRSF25","TNF receptor superfamily member 25"
"window_2587","chr1",6465000,6475000,10001,"*",93,36.9047619047619,3.60834059162992,"window_2587","8718",6460786,6466195,5410,"-",0,"overlapStart",0,"TNFRSF25","TNF receptor superfamily member 25"
"window_2588","chr1",6467500,6477500,10001,"*",98,38.8888888888889,3.66070857714724,"window_2588","8718",6460786,6466195,5410,"-",1304,"upstream",1304,"TNFRSF25","TNF receptor superfamily member 25"
"window_2606","chr1",6512500,6522500,10001,"*",82,32.5396825396825,3.48246034574092,"window_2606","57449",6466092,6520061,53970,"-",0,"overlapStart",0,"PLEKHG5","pleckstrin homology and RhoGEF domain containing G5"
"window_2619","chr1",6545000,6555000,10001,"*",99,39.2857142857143,3.67086094861126,"window_2619","79707",6521347,6554513,33167,"-",0,"overlapStart",0,"NOL9","nucleolar protein 9"
"window_2619.1","chr1",6545000,6555000,10001,"*",99,39.2857142857143,3.67086094861126,"window_2619","80835",6555307,6579755,24449,"+",306,"upstream",306,"TAS1R1","taste 1 receptor member 1"
"window_2620","chr1",6547500,6557500,10001,"*",97,38.4920634920635,3.65045207698005,"window_2620","79707",6521347,6554513,33167,"-",0,"overlapStart",0,"NOL9","nucleolar protein 9"
"window_2620.1","chr1",6547500,6557500,10001,"*",97,38.4920634920635,3.65045207698005,"window_2620","80835",6555307,6579755,24449,"+",0,"overlapStart",0,"TAS1R1","taste 1 receptor member 1"
"window_2621","chr1",6550000,6560000,10001,"*",92,36.5079365079365,3.59752967552571,"window_2621","79707",6521347,6554513,33167,"-",0,"overlapStart",0,"NOL9","nucleolar protein 9"
"window_2621.1","chr1",6550000,6560000,10001,"*",92,36.5079365079365,3.59752967552571,"window_2621","80835",6555307,6579755,24449,"+",0,"overlapStart",0,"TAS1R1","taste 1 receptor member 1"
"window_2622","chr1",6552500,6562500,10001,"*",89,35.3174603174603,3.56437746820881,"window_2622","79707",6521347,6554513,33167,"-",0,"overlapStart",0,"NOL9","nucleolar protein 9"
"window_2622.1","chr1",6552500,6562500,10001,"*",89,35.3174603174603,3.56437746820881,"window_2622","80835",6555307,6579755,24449,"+",0,"overlapStart",0,"TAS1R1","taste 1 receptor member 1"
"window_2643","chr1",6605000,6615000,10001,"*",85,33.7301587301587,3.51839235496698,"window_2643","148479",6613731,6624030,10300,"+",0,"overlapStart",0,"PHF13","PHD finger protein 13"
"window_2643.1","chr1",6605000,6615000,10001,"*",85,33.7301587301587,3.51839235496698,"window_2643","9903",6590724,6614607,23884,"-",0,"overlapStart",0,"KLHL21","kelch like family member 21"
"window_2644","chr1",6607500,6617500,10001,"*",79,31.3492063492063,3.44518895094369,"window_2644","148479",6613731,6624030,10300,"+",0,"overlapStart",0,"PHF13","PHD finger protein 13"
"window_2644.1","chr1",6607500,6617500,10001,"*",79,31.3492063492063,3.44518895094369,"window_2644","9903",6590724,6614607,23884,"-",0,"overlapStart",0,"KLHL21","kelch like family member 21"
"window_2645","chr1",6610000,6620000,10001,"*",95,37.6984126984127,3.62961799007721,"window_2645","148479",6613731,6624030,10300,"+",0,"overlapStart",0,"PHF13","PHD finger protein 13"
"window_2645.1","chr1",6610000,6620000,10001,"*",95,37.6984126984127,3.62961799007721,"window_2645","9903",6590724,6614607,23884,"-",0,"overlapStart",0,"KLHL21","kelch like family member 21"
"window_2712","chr1",6777500,6787500,10001,"*",94,37.3015873015873,3.61903588074667,"window_2712","23261",6785454,7769706,984253,"+",0,"overlapStart",0,"CAMTA1","calmodulin binding transcription activator 1"
"window_2712.1","chr1",6777500,6787500,10001,"*",94,37.3015873015873,3.61903588074667,"window_2712","110841581",6783892,6784843,952,"-",0,"includeFeature",0,"CAMTA1-DT","CAMTA1 divergent transcript"
"window_3106","chr1",7762500,7772500,10001,"*",98,38.8888888888889,3.66070857714724,"window_3106","9341",7771296,7781432,10137,"+",0,"overlapStart",0,"VAMP3","vesicle associated membrane protein 3"
"window_3108","chr1",7767500,7777500,10001,"*",96,38.0952380952381,3.6400892899445,"window_3108","9341",7771296,7781432,10137,"+",0,"overlapStart",0,"VAMP3","vesicle associated membrane protein 3"
"window_3109","chr1",7770000,7780000,10001,"*",94,37.3015873015873,3.61903588074667,"window_3109","9341",7771296,7781432,10137,"+",0,"overlapStart",0,"VAMP3","vesicle associated membrane protein 3"
"window_3112","chr1",7777500,7787500,10001,"*",98,38.8888888888889,3.66070857714724,"window_3112","8863",7784320,7845177,60858,"+",0,"overlapStart",0,"PER3","period circadian regulator 3"
"window_3113","chr1",7780000,7790000,10001,"*",95,37.6984126984127,3.62961799007721,"window_3113","8863",7784320,7845177,60858,"+",0,"overlapStart",0,"PER3","period circadian regulator 3"
"window_3114","chr1",7782500,7792500,10001,"*",86,34.1269841269841,3.53008839473018,"window_3114","8863",7784320,7845177,60858,"+",0,"overlapStart",0,"PER3","period circadian regulator 3"
"window_3182","chr1",7952500,7962500,10001,"*",95,37.6984126984127,3.62961799007721,"window_3182","11315",7954291,7985505,31215,"+",0,"overlapStart",0,"PARK7","Parkinsonism associated deglycase"
"window_3183","chr1",7955000,7965000,10001,"*",100,39.6825396825397,3.68091128446476,"window_3183","11315",7954291,7985505,31215,"+",0,"inside",708,"PARK7","Parkinsonism associated deglycase"
