"","seqnames","start","end","width","strand","score","pct_cons","normal","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_538","chr1",1342500,1352500,10001,"*",160,63.4920634920635,4.1509149137105,"window_538","102466740",1339650,1339708,59,"-",2791,"upstream",2791,"MIR6808","microRNA 6808"
"window_538.1","chr1",1342500,1352500,10001,"*",160,63.4920634920635,4.1509149137105,"window_538","1855",1335276,1349418,14143,"-",0,"overlapStart",0,"DVL1","dishevelled segment polarity protein 1"
"window_539","chr1",1345000,1355000,10001,"*",161,63.8888888888889,4.15714546346113,"window_539","1855",1335276,1349418,14143,"-",0,"overlapStart",0,"DVL1","dishevelled segment polarity protein 1"
"window_540","chr1",1347500,1357500,10001,"*",158,62.6984126984127,4.13833613150363,"window_540","1855",1335276,1349418,14143,"-",0,"overlapStart",0,"DVL1","dishevelled segment polarity protein 1"
"window_541","chr1",1350000,1360000,10001,"*",162,64.2857142857143,4.16333743370905,"window_541","1855",1335276,1349418,14143,"-",581,"upstream",581,"DVL1","dishevelled segment polarity protein 1"
"window_541.1","chr1",1350000,1360000,10001,"*",162,64.2857142857143,4.16333743370905,"window_541","54587",1352689,1361777,9089,"-",0,"overlapEnd",1776,"MXRA8","matrix remodeling associated 8"
"window_542","chr1",1352500,1362500,10001,"*",164,65.0793650793651,4.17560752630087,"window_542","54587",1352689,1361777,9089,"-",0,"includeFeature",0,"MXRA8","matrix remodeling associated 8"
"window_557","chr1",1390000,1400000,10001,"*",175,69.4444444444444,4.24052707240018,"window_557","81669",1385711,1399335,13625,"-",0,"overlapStart",0,"CCNL2","cyclin L2"
"window_557.1","chr1",1390000,1400000,10001,"*",175,69.4444444444444,4.24052707240018,"window_557","148413",1399520,1402046,2527,"+",0,"overlapStart",0,"MRPL20-AS1","MRPL20 antisense RNA 1"
"window_561","chr1",1400000,1410000,10001,"*",175,69.4444444444444,4.24052707240018,"window_561","81669",1385711,1399335,13625,"-",664,"upstream",664,"CCNL2","cyclin L2"
"window_561.1","chr1",1400000,1410000,10001,"*",175,69.4444444444444,4.24052707240018,"window_561","148413",1399520,1402046,2527,"+",0,"overlapEnd",479,"MRPL20-AS1","MRPL20 antisense RNA 1"
"window_561.2","chr1",1400000,1410000,10001,"*",175,69.4444444444444,4.24052707240018,"window_561","55052",1401909,1407293,5385,"-",0,"includeFeature",0,"MRPL20","mitochondrial ribosomal protein L20"
"window_562","chr1",1402500,1412500,10001,"*",165,65.4761904761905,4.18168657237725,"window_562","55052",1401909,1407293,5385,"-",0,"overlapStart",0,"MRPL20","mitochondrial ribosomal protein L20"
"window_563","chr1",1405000,1415000,10001,"*",156,61.9047619047619,4.12559710572621,"window_563","55052",1401909,1407293,5385,"-",0,"overlapStart",0,"MRPL20","mitochondrial ribosomal protein L20"
"window_754","chr1",1882500,1892500,10001,"*",164,65.0793650793651,4.17560752630087,"window_754","2782",1785285,1891117,105833,"-",0,"overlapStart",0,"GNB1","G protein subunit beta 1"
"window_755","chr1",1885000,1895000,10001,"*",158,62.6984126984127,4.13833613150363,"window_755","2782",1785285,1891117,105833,"-",0,"overlapStart",0,"GNB1","G protein subunit beta 1"
"window_756","chr1",1887500,1897500,10001,"*",157,62.3015873015873,4.13198690382498,"window_756","2782",1785285,1891117,105833,"-",0,"overlapStart",0,"GNB1","G protein subunit beta 1"
"window_873","chr1",2180000,2190000,10001,"*",159,63.0952380952381,4.1446453006969,"window_873","100506504",2181794,2184389,2596,"-",0,"includeFeature",0,"PRKCZ-AS1","PRKCZ antisense RNA 1"
"window_874","chr1",2182500,2192500,10001,"*",159,63.0952380952381,4.1446453006969,"window_874","100506504",2181794,2184389,2596,"-",0,"overlapStart",0,"PRKCZ-AS1","PRKCZ antisense RNA 1"
"window_875","chr1",2185000,2195000,10001,"*",154,61.1111111111111,4.1126937008903,"window_875","100506504",2181794,2184389,2596,"-",610,"upstream",610,"PRKCZ-AS1","PRKCZ antisense RNA 1"
"window_953","chr1",2380000,2390000,10001,"*",161,63.8888888888889,4.15714546346113,"window_953","79906",2321253,2391707,70455,"-",0,"inside",1706,"MORN1","MORN repeat containing 1"
"window_953.1","chr1",2380000,2390000,10001,"*",161,63.8888888888889,4.15714546346113,"window_953","11079",2391775,2405442,13668,"+",1774,"upstream",1774,"RER1","retention in endoplasmic reticulum sorting receptor 1"
"window_954","chr1",2382500,2392500,10001,"*",170,67.4603174603175,4.21153953552693,"window_954","79906",2321253,2391707,70455,"-",0,"overlapStart",0,"MORN1","MORN repeat containing 1"
"window_954.1","chr1",2382500,2392500,10001,"*",170,67.4603174603175,4.21153953552693,"window_954","11079",2391775,2405442,13668,"+",0,"overlapStart",0,"RER1","retention in endoplasmic reticulum sorting receptor 1"
"window_955","chr1",2385000,2395000,10001,"*",168,66.6666666666667,4.19970507787993,"window_955","79906",2321253,2391707,70455,"-",0,"overlapStart",0,"MORN1","MORN repeat containing 1"
"window_955.1","chr1",2385000,2395000,10001,"*",168,66.6666666666667,4.19970507787993,"window_955","11079",2391775,2405442,13668,"+",0,"overlapStart",0,"RER1","retention in endoplasmic reticulum sorting receptor 1"
"window_956","chr1",2387500,2397500,10001,"*",166,65.8730158730159,4.18772888683321,"window_956","79906",2321253,2391707,70455,"-",0,"overlapStart",0,"MORN1","MORN repeat containing 1"
"window_956.1","chr1",2387500,2397500,10001,"*",166,65.8730158730159,4.18772888683321,"window_956","11079",2391775,2405442,13668,"+",0,"overlapStart",0,"RER1","retention in endoplasmic reticulum sorting receptor 1"
"window_957","chr1",2390000,2400000,10001,"*",161,63.8888888888889,4.15714546346113,"window_957","79906",2321253,2391707,70455,"-",0,"overlapStart",0,"MORN1","MORN repeat containing 1"
"window_957.1","chr1",2390000,2400000,10001,"*",161,63.8888888888889,4.15714546346113,"window_957","11079",2391775,2405442,13668,"+",0,"overlapStart",0,"RER1","retention in endoplasmic reticulum sorting receptor 1"
"window_958","chr1",2392500,2402500,10001,"*",152,60.3174603174603,4.09962161932294,"window_958","79906",2321253,2391707,70455,"-",792,"upstream",792,"MORN1","MORN repeat containing 1"
"window_958.1","chr1",2392500,2402500,10001,"*",152,60.3174603174603,4.09962161932294,"window_958","11079",2391775,2405442,13668,"+",0,"inside",724,"RER1","retention in endoplasmic reticulum sorting receptor 1"
"window_962","chr1",2402500,2412500,10001,"*",169,67.0634920634921,4.20563981339974,"window_962","5192",2403964,2413797,9834,"-",0,"overlapEnd",1296,"PEX10","peroxisomal biogenesis factor 10"
"window_964","chr1",2407500,2417500,10001,"*",176,69.8412698412698,4.24622509351482,"window_964","5192",2403964,2413797,9834,"-",0,"overlapStart",0,"PEX10","peroxisomal biogenesis factor 10"
"window_965","chr1",2410000,2420000,10001,"*",173,68.6507936507936,4.22903269297445,"window_965","5192",2403964,2413797,9834,"-",0,"overlapStart",0,"PEX10","peroxisomal biogenesis factor 10"
"window_1510","chr1",3772500,3782500,10001,"*",152,60.3174603174603,4.09962161932294,"window_1510","388588",3772761,3775982,3222,"+",0,"includeFeature",0,"SMIM1","small integral membrane protein 1 (Vel blood group)"
"window_2478","chr1",6192500,6202500,10001,"*",158,62.6984126984127,4.13833613150363,"window_2478","388591",6205475,6221299,15825,"+",2974,"upstream",2974,"RNF207","ring finger protein 207"
"window_2479","chr1",6195000,6205000,10001,"*",158,62.6984126984127,4.13833613150363,"window_2479","388591",6205475,6221299,15825,"+",474,"upstream",474,"RNF207","ring finger protein 207"
"window_2479.1","chr1",6195000,6205000,10001,"*",158,62.6984126984127,4.13833613150363,"window_2479","102724450",6204840,6205780,941,"-",0,"overlapEnd",779,"RNF207-AS1","RNF207 antisense RNA 1"
"window_2480","chr1",6197500,6207500,10001,"*",159,63.0952380952381,4.1446453006969,"window_2480","388591",6205475,6221299,15825,"+",0,"overlapStart",0,"RNF207","ring finger protein 207"
"window_2480.1","chr1",6197500,6207500,10001,"*",159,63.0952380952381,4.1446453006969,"window_2480","102724450",6204840,6205780,941,"-",0,"includeFeature",0,"RNF207-AS1","RNF207 antisense RNA 1"
"window_2480.2","chr1",6197500,6207500,10001,"*",159,63.0952380952381,4.1446453006969,"window_2480","6146",6159430,6209389,49960,"-",0,"inside",1888,"RPL22","ribosomal protein L22"
"window_2481","chr1",6200000,6210000,10001,"*",152,60.3174603174603,4.09962161932294,"window_2481","388591",6205475,6221299,15825,"+",0,"overlapStart",0,"RNF207","ring finger protein 207"
"window_2481.1","chr1",6200000,6210000,10001,"*",152,60.3174603174603,4.09962161932294,"window_2481","102724450",6204840,6205780,941,"-",0,"includeFeature",0,"RNF207-AS1","RNF207 antisense RNA 1"
"window_2481.2","chr1",6200000,6210000,10001,"*",152,60.3174603174603,4.09962161932294,"window_2481","6146",6159430,6209389,49960,"-",0,"overlapStart",0,"RPL22","ribosomal protein L22"
"window_2631","chr1",6575000,6585000,10001,"*",155,61.5079365079365,4.11916621539592,"window_2631","3104",6579994,6589280,9287,"+",0,"overlapStart",0,"ZBTB48","zinc finger and BTB domain containing 48"
"window_2632","chr1",6577500,6587500,10001,"*",169,67.0634920634921,4.20563981339974,"window_2632","3104",6579994,6589280,9287,"+",0,"overlapStart",0,"ZBTB48","zinc finger and BTB domain containing 48"
"window_2633","chr1",6580000,6590000,10001,"*",170,67.4603174603175,4.21153953552693,"window_2633","3104",6579994,6589280,9287,"+",0,"overlapEnd",5,"ZBTB48","zinc finger and BTB domain containing 48"
"window_2634","chr1",6582500,6592500,10001,"*",160,63.4920634920635,4.1509149137105,"window_2634","3104",6579994,6589280,9287,"+",0,"overlapEnd",2505,"ZBTB48","zinc finger and BTB domain containing 48"
"window_3208","chr1",8017500,8027500,10001,"*",174,69.0476190476191,4.2347963976912,"window_3208","54206",8004404,8026309,21906,"-",0,"overlapStart",0,"ERRFI1","ERBB receptor feedback inhibitor 1"
"window_3209","chr1",8020000,8030000,10001,"*",176,69.8412698412698,4.24622509351482,"window_3209","54206",8004404,8026309,21906,"-",0,"overlapStart",0,"ERRFI1","ERBB receptor feedback inhibitor 1"
"window_3211","chr1",8025000,8035000,10001,"*",175,69.4444444444444,4.24052707240018,"window_3211","54206",8004404,8026309,21906,"-",0,"overlapStart",0,"ERRFI1","ERBB receptor feedback inhibitor 1"
"window_3545","chr1",8860000,8870000,10001,"*",157,62.3015873015873,4.13198690382498,"window_3545","102465436",8866502,8866590,89,"-",0,"includeFeature",0,"MIR6728","microRNA 6728"
"window_3546","chr1",8862500,8872500,10001,"*",162,64.2857142857143,4.16333743370905,"window_3546","102465436",8866502,8866590,89,"-",0,"includeFeature",0,"MIR6728","microRNA 6728"
"window_3547","chr1",8865000,8875000,10001,"*",159,63.0952380952381,4.1446453006969,"window_3547","102465436",8866502,8866590,89,"-",0,"includeFeature",0,"MIR6728","microRNA 6728"
"window_3548","chr1",8867500,8877500,10001,"*",161,63.8888888888889,4.15714546346113,"window_3548","102465436",8866502,8866590,89,"-",909,"upstream",909,"MIR6728","microRNA 6728"
"window_3548.1","chr1",8867500,8877500,10001,"*",161,63.8888888888889,4.15714546346113,"window_3548","100505975",8878835,8879894,1060,"+",1334,"upstream",1334,"ENO1-AS1","ENO1 antisense RNA 1"
"window_3548.2","chr1",8867500,8877500,10001,"*",161,63.8888888888889,4.15714546346113,"window_3548","2023",8861000,8879190,18191,"-",0,"inside",1689,"ENO1","enolase 1"
"window_4406","chr1",11012500,11022500,10001,"*",160,63.4920634920635,4.1509149137105,"window_4406","23435",11012344,11030528,18185,"+",0,"inside",155,"TARDBP","TAR DNA binding protein"
"window_4419","chr1",11045000,11055000,10001,"*",161,63.8888888888889,4.15714546346113,"window_4419","10747",11026523,11047239,20717,"-",0,"overlapStart",0,"MASP2","mannan binding lectin serine peptidase 2"
"window_4420","chr1",11047500,11057500,10001,"*",168,66.6666666666667,4.19970507787993,"window_4420","10747",11026523,11047239,20717,"-",260,"upstream",260,"MASP2","mannan binding lectin serine peptidase 2"
"window_4420.1","chr1",11047500,11057500,10001,"*",168,66.6666666666667,4.19970507787993,"window_4420","6723",11054584,11060020,5437,"-",0,"overlapEnd",2519,"SRM","spermidine synthase"
"window_4421","chr1",11050000,11060000,10001,"*",170,67.4603174603175,4.21153953552693,"window_4421","10747",11026523,11047239,20717,"-",2760,"upstream",2760,"MASP2","mannan binding lectin serine peptidase 2"
"window_4421.1","chr1",11050000,11060000,10001,"*",170,67.4603174603175,4.21153953552693,"window_4421","6723",11054584,11060020,5437,"-",0,"overlapEnd",19,"SRM","spermidine synthase"
"window_4425","chr1",11060000,11070000,10001,"*",171,67.8571428571429,4.21740465497933,"window_4425","6723",11054584,11060020,5437,"-",0,"overlapStart",0,"SRM","spermidine synthase"
"window_4714","chr1",11782500,11792500,10001,"*",152,60.3174603174603,4.09962161932294,"window_4714","102724659",11777077,11779619,2543,"-",2880,"upstream",2880,"C1orf167-AS1","C1orf167 antisense RNA 1"
"window_4761","chr1",11900000,11910000,10001,"*",169,67.0634920634921,4.20563981339974,"window_4761","26829",11908151,11909330,1180,"+",0,"includeFeature",0,"RNU5E-1","RNA, U5E small nuclear 1"
"window_4762","chr1",11902500,11912500,10001,"*",170,67.4603174603175,4.21153953552693,"window_4762","26829",11908151,11909330,1180,"+",0,"includeFeature",0,"RNU5E-1","RNA, U5E small nuclear 1"
"window_4763","chr1",11905000,11915000,10001,"*",169,67.0634920634921,4.20563981339974,"window_4763","26829",11908151,11909330,1180,"+",0,"includeFeature",0,"RNU5E-1","RNA, U5E small nuclear 1"
"window_4764","chr1",11907500,11917500,10001,"*",168,66.6666666666667,4.19970507787993,"window_4764","26829",11908151,11909330,1180,"+",0,"includeFeature",0,"RNU5E-1","RNA, U5E small nuclear 1"
"window_4805","chr1",12010000,12020000,10001,"*",167,66.2698412698413,4.19373491089342,"window_4805","60672",12019466,12032045,12580,"+",0,"overlapStart",0,"MIIP","migration and invasion inhibitory protein"
"window_4806","chr1",12012500,12022500,10001,"*",152,60.3174603174603,4.09962161932294,"window_4806","60672",12019466,12032045,12580,"+",0,"overlapStart",0,"MIIP","migration and invasion inhibitory protein"
"window_6172","chr1",15427500,15437500,10001,"*",163,64.6825396825397,4.16949129928343,"window_6172","11330",15438442,15449242,10801,"+",941,"upstream",941,"CTRC","chymotrypsin C"
"window_6173","chr1",15430000,15440000,10001,"*",160,63.4920634920635,4.1509149137105,"window_6173","11330",15438442,15449242,10801,"+",0,"overlapStart",0,"CTRC","chymotrypsin C"
"window_6294","chr1",15732500,15742500,10001,"*",152,60.3174603174603,4.09962161932294,"window_6294","284723",15736258,15741392,5135,"+",0,"includeFeature",0,"SLC25A34","solute carrier family 25 member 34"
"window_6294.1","chr1",15732500,15742500,10001,"*",152,60.3174603174603,4.09962161932294,"window_6294","388595",15742499,15747982,5484,"+",0,"overlapStart",0,"TMEM82","transmembrane protein 82"
"window_6388","chr1",15967500,15977500,10001,"*",152,60.3174603174603,4.09962161932294,"window_6388","7709",15941869,15976132,34264,"-",0,"overlapStart",0,"ZBTB17","zinc finger and BTB domain containing 17"
"window_6389","chr1",15970000,15980000,10001,"*",152,60.3174603174603,4.09962161932294,"window_6389","7709",15941869,15976132,34264,"-",0,"overlapStart",0,"ZBTB17","zinc finger and BTB domain containing 17"
"window_6655","chr1",16635000,16645000,10001,"*",169,67.0634920634921,4.20563981339974,"window_6655","11209",16645622,16650289,4668,"+",621,"upstream",621,"MST1P2","macrophage stimulating 1 pseudogene 2"
"window_7699","chr1",19245000,19255000,10001,"*",159,63.0952380952381,4.1446453006969,"window_7699","23065",19215660,19251527,35868,"-",0,"overlapStart",0,"EMC1","ER membrane protein complex subunit 1"
"window_7699.1","chr1",19245000,19255000,10001,"*",159,63.0952380952381,4.1446453006969,"window_7699","51154",19251805,19260128,8324,"+",0,"overlapStart",0,"MRTO4","MRT4 homolog, ribosome maturation factor"
"window_7700","chr1",19247500,19257500,10001,"*",167,66.2698412698413,4.19373491089342,"window_7700","23065",19215660,19251527,35868,"-",0,"overlapStart",0,"EMC1","ER membrane protein complex subunit 1"
"window_7700.1","chr1",19247500,19257500,10001,"*",167,66.2698412698413,4.19373491089342,"window_7700","51154",19251805,19260128,8324,"+",0,"overlapStart",0,"MRTO4","MRT4 homolog, ribosome maturation factor"
"window_7701","chr1",19250000,19260000,10001,"*",172,68.2539682539683,4.22323557529012,"window_7701","23065",19215660,19251527,35868,"-",0,"overlapStart",0,"EMC1","ER membrane protein complex subunit 1"
"window_7701.1","chr1",19250000,19260000,10001,"*",172,68.2539682539683,4.22323557529012,"window_7701","51154",19251805,19260128,8324,"+",0,"overlapStart",0,"MRTO4","MRT4 homolog, ribosome maturation factor"
"window_7702","chr1",19252500,19262500,10001,"*",156,61.9047619047619,4.12559710572621,"window_7702","23065",19215660,19251527,35868,"-",972,"upstream",972,"EMC1","ER membrane protein complex subunit 1"
"window_7702.1","chr1",19252500,19262500,10001,"*",156,61.9047619047619,4.12559710572621,"window_7702","51154",19251805,19260128,8324,"+",0,"overlapEnd",694,"MRTO4","MRT4 homolog, ribosome maturation factor"
"window_7722","chr1",19302500,19312500,10001,"*",159,63.0952380952381,4.1446453006969,"window_7722","8574",19303965,19312146,8182,"-",0,"includeFeature",0,"AKR7A2","aldo-keto reductase family 7 member A2"
"window_7722.1","chr1",19302500,19312500,10001,"*",159,63.0952380952381,4.1446453006969,"window_7722","54896",19312326,19329300,16975,"+",0,"overlapStart",0,"SLC66A1","solute carrier family 66 member 1"
"window_7723","chr1",19305000,19315000,10001,"*",158,62.6984126984127,4.13833613150363,"window_7723","8574",19303965,19312146,8182,"-",0,"overlapStart",0,"AKR7A2","aldo-keto reductase family 7 member A2"
"window_7723.1","chr1",19305000,19315000,10001,"*",158,62.6984126984127,4.13833613150363,"window_7723","54896",19312326,19329300,16975,"+",0,"overlapStart",0,"SLC66A1","solute carrier family 66 member 1"
"window_7726","chr1",19312500,19322500,10001,"*",153,60.7142857142857,4.1061790198691,"window_7726","8574",19303965,19312146,8182,"-",353,"upstream",353,"AKR7A2","aldo-keto reductase family 7 member A2"
"window_7726.1","chr1",19312500,19322500,10001,"*",153,60.7142857142857,4.1061790198691,"window_7726","54896",19312326,19329300,16975,"+",0,"inside",173,"SLC66A1","solute carrier family 66 member 1"
"window_7727","chr1",19315000,19325000,10001,"*",154,61.1111111111111,4.1126937008903,"window_7727","8574",19303965,19312146,8182,"-",2853,"upstream",2853,"AKR7A2","aldo-keto reductase family 7 member A2"
"window_7727.1","chr1",19315000,19325000,10001,"*",154,61.1111111111111,4.1126937008903,"window_7727","54896",19312326,19329300,16975,"+",0,"inside",2673,"SLC66A1","solute carrier family 66 member 1"
"window_8262","chr1",20652500,20662500,10001,"*",153,60.7142857142857,4.1061790198691,"window_8262","100861548",20642657,20652193,9537,"-",306,"upstream",306,"PINK1-AS","PINK1 antisense RNA"
"window_8262.1","chr1",20652500,20662500,10001,"*",153,60.7142857142857,4.1061790198691,"window_8262","1650",20651767,20661544,9778,"-",0,"overlapStart",0,"DDOST","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit"
"window_9267","chr1",23165000,23175000,10001,"*",155,61.5079365079365,4.11916621539592,"window_9267","7798",23084023,23177808,93786,"-",0,"inside",2807,"LUZP1","leucine zipper protein 1"
"window_9268","chr1",23167500,23177500,10001,"*",153,60.7142857142857,4.1061790198691,"window_9268","7798",23084023,23177808,93786,"-",0,"inside",307,"LUZP1","leucine zipper protein 1"
"window_9474","chr1",23682500,23692500,10001,"*",165,65.4761904761905,4.18168657237725,"window_9474","6135",23691742,23696835,5094,"+",0,"overlapStart",0,"RPL11","ribosomal protein L11"
"window_9475","chr1",23685000,23695000,10001,"*",169,67.0634920634921,4.20563981339974,"window_9475","6135",23691742,23696835,5094,"+",0,"overlapStart",0,"RPL11","ribosomal protein L11"
"window_9514","chr1",23782500,23792500,10001,"*",172,68.2539682539683,4.22323557529012,"window_9514","11313",23791145,23795539,4395,"+",0,"overlapStart",0,"LYPLA2","lysophospholipase 2"
"window_9515","chr1",23785000,23795000,10001,"*",176,69.8412698412698,4.24622509351482,"window_9515","11313",23791145,23795539,4395,"+",0,"overlapStart",0,"LYPLA2","lysophospholipase 2"
